Year,Trimestre,Mois,Properties,Reservation number,Accomodation Rev,Occpancy Ratio,Average Night rate,Booking_Count,Average Night rate 2
2019,Trim 1,janvier,Moulin 2,1524,"€ 2661,80","17,24 %",91.7862,1,"532,36 €"
2019,Trim 1,janvier,Moulin 2,1687,"€ 1938,18","10,34 %",66.8338,1,"646,06 €"
2019,Trim 1,janvier,Moulin 2,2073,"€ 2917,25","17,24 %",100.5948,1,"583,45 €"
2019,Trim 1,janvier,Moulin 2,2079,,,,1,
2019,Trim 1,janvier,Moulin 2,2139,,,,1,
2019,Trim 1,janvier,Moulin 2,2231,,,,1,
2019,Trim 1,janvier,Moulin 3,1090,"€ 4911,83","17,24 %",169.3734,1,"701,69 €"
2019,Trim 1,janvier,Moulin 3,1241,"€ 1972,94","10,34 %",68.0324,1,"657,65 €"
2019,Trim 1,janvier,Moulin 3,1499,"€ 1569,10","6,90 %",54.1069,1,"784,55 €"
2019,Trim 1,janvier,Moulin 3,1666,"€ 1593,64","10,34 %",54.9531,1,"531,21 €"
2019,Trim 1,janvier,Moulin 3,1686,"€ 1938,18","10,34 %",66.8338,1,"646,06 €"
2019,Trim 1,janvier,Moulin 3,2191,"€ 655,45","3,45 %",22.6017,1,"218,48 €"
2019,Trim 1,janvier,Omaroo I Morzine,1034,"€ 3105,76","20,00 %",103.5253,1,"443,68 €"
2019,Trim 1,janvier,Omaroo I Morzine,1422,"€ 4402,74","16,67 %",146.758,1,"880,55 €"
2019,Trim 1,janvier,Omaroo I Morzine,1541,"€ 1480,30","6,67 %",49.3433,1,"740,15 €"
2019,Trim 1,janvier,Omaroo I Morzine,1925,"€ 1576,35","10,00 %",52.545,1,"525,45 €"
2019,Trim 1,janvier,Omaroo I Morzine,2252,,,,1,
2019,Trim 1,janvier,Omaroo I Morzine,2322,"€ 1574,54","6,67 %",52.4847,1,"787,27 €"
2019,Trim 1,janvier,Omaroo I Morzine,621,"€ 3392,71","13,33 %",113.0903,1,"848,18 €"
2019,Trim 1,janvier,Omaroo I Morzine,752,"€ 973,25","3,33 %",32.4417,1,"97,33 €"
2019,Trim 1,janvier,Omaroo Il Morzine,1190,"€ 2956,13","19,35 %",95.359,1,"492,69 €"
2019,Trim 1,janvier,Omaroo Il Morzine,1191,"€ 2323,65","9,68 %",74.9565,1,"774,55 €"
2019,Trim 1,janvier,Omaroo Il Morzine,1542,"€ 1232,00","6,45 %",39.7419,1,"616,00 €"
2019,Trim 1,janvier,Omaroo Il Morzine,1590,"€ 869,10","6,45 %",28.0355,1,"434,55 €"
2019,Trim 1,janvier,Omaroo Il Morzine,2369,,,,1,
2019,Trim 1,janvier,Omaroo Il Morzine,623,"€ 2083,65","9,68 %",67.2145,1,"694,55 €"
2019,Trim 1,janvier,Omaroo Il Morzine,802,,"0,00 %",,1,
2019,Trim 1,janvier,Omaroo Il Morzine,868,"€ 2550,90","16,13 %",82.2871,1,"510,18 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,1192,,"0,00 %",,1,
2019,Trim 1,janvier,Sugi Apartment Morzine,1272,"€ 609,93","3,23 %",19.6752,1,"203,31 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,1371,"€ 4046,35","16,13 %",130.5274,1,"809,27 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,1926,"€ 1625,44","12,90 %",52.4335,1,"406,36 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,1941,"€ 1219,08","9,68 %",39.3252,1,"406,36 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,2056,,,,1,
2019,Trim 1,janvier,Sugi Apartment Morzine,2181,,,,1,
2019,Trim 1,janvier,Sugi Apartment Morzine,404,"€ 945,46","6,45 %",30.4987,1,"472,73 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,689,"€ 2585,45","16,13 %",83.4016,1,"517,09 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,956,"€ 1939,08","9,68 %",62.551,1,"646,36 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1026,"€ 1344,54","12,90 %",43.3723,1,"336,14 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1152,"€ 647,27","6,45 %",20.8797,1,"161,82 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1171,"€ 511,82","3,23 %",16.5103,1,"73,12 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1345,"€ 1694,60","16,13 %",54.6645,1,"338,92 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1383,"€ 1165,44","12,90 %",37.5948,1,"291,36 €"
2019,Trim 1,janvier,Takian Apartment Morzine,2218,,,,1,
2019,Trim 1,janvier,Takian Apartment Morzine,2308,,,,1,
2019,Trim 1,janvier,Takian Apartment Morzine,2335,,,,1,
2019,Trim 1,janvier,Takian Apartment Morzine,755,"€ 2212,18","12,90 %",71.3606,1,"553,05 €"
2019,Trim 1,janvier,Takian Apartment Morzine,771,"€ 1553,65","16,13 %",50.1177,1,"310,73 €"
2019,Trim 1,janvier,Takian Apartment Morzine,775,"€ 225,45","3,23 %",7.2726,1,"225,45 €"
2019,Trim 1,février,Abachi,1570,"€ 9927,26","25,00 %",354.545,1,"1418,18 €"
2019,Trim 1,février,Abachi,1685,"€ 5869,08","14,29 %",209.61,1,"1467,27 €"
2019,Trim 1,février,Abachi,1880,"€ 3169,10","7,14 %",113.1821,1,"1584,55 €"
2019,Trim 1,février,Abachi,2614,,,,1,
2019,Trim 1,février,Abachi,2623,,,,1,
2019,Trim 1,février,Agba Apartment Morzine,1273,"€ 1246,13","7,14 %",44.5046,1,"415,38 €"
2019,Trim 1,février,Agba Apartment Morzine,1417,"€ 4495,52","25,00 %",160.5543,1,"642,22 €"
2019,Trim 1,février,Agba Apartment Morzine,1467,,,,1,
2019,Trim 1,février,Agba Apartment Morzine,1489,"€ 1247,28","14,29 %",44.5457,1,"311,82 €"
2019,Trim 1,février,Agba Apartment Morzine,1533,,,,1,
2019,Trim 1,février,Agba Apartment Morzine,1561,"€ 1731,81","10,71 %",61.8504,1,"577,27 €"
2019,Trim 1,février,Agba Apartment Morzine,1684,"€ 1154,54","7,14 %",41.2336,1,"288,64 €"
2019,Trim 1,février,Ayan Apartment Morzine,1294,"€ 1122,76","7,14 %",40.0986,1,"280,69 €"
2019,Trim 1,février,Ayan Apartment Morzine,1465,,,,1,
2019,Trim 1,février,Ayan Apartment Morzine,1855,,,,1,
2019,Trim 1,février,Ayan Apartment Morzine,1865,"€ 1154,54","7,14 %",41.2336,1,"288,64 €"
2019,Trim 1,février,Ayan Apartment Morzine,1938,"€ 5065,48","25,00 %",180.91,1,"723,64 €"
2019,Trim 1,février,Ayan Apartment Morzine,2269,"€ 5065,48","25,00 %",180.91,1,"723,64 €"
2019,Trim 1,février,Ayan Apartment Morzine,2440,"€ 1563,64","14,29 %",55.8443,1,"390,91 €"
2019,Trim 1,février,Catalpa Apartment Morzine,1264,"€ 1705,47","14,29 %",60.9096,1,"426,37 €"
2019,Trim 1,février,Catalpa Apartment Morzine,1428,"€ 1818,20","17,86 %",64.9357,1,"363,64 €"
2019,Trim 1,février,Catalpa Apartment Morzine,1471,,,,1,
2019,Trim 1,février,Catalpa Apartment Morzine,1673,"€ 3646,45","25,00 %",130.2304,1,"520,92 €"
2019,Trim 1,février,Catalpa Apartment Morzine,2573,,,,1,
2019,Trim 1,février,Ipê Apartment Morzine,1257,"€ 3385,48","25,00 %",120.91,1,"483,64 €"
2019,Trim 1,février,Ipê Apartment Morzine,1382,"€ 1999,80","21,43 %",71.4214,1,"285,69 €"
2019,Trim 1,février,Ipê Apartment Morzine,1429,"€ 2110,00","17,86 %",75.3571,1,"422,00 €"
2019,Trim 1,février,Ipê Apartment Morzine,1636,"€ 1621,80","14,29 %",57.9214,1,"405,45 €"
2019,Trim 1,février,Iroko Apartment Morzine,1014,"€ 2730,00","25,00 %",97.5,1,"390,00 €"
2019,Trim 1,février,Iroko Apartment Morzine,1394,"€ 1326,92","14,29 %",47.39,1,"331,73 €"
2019,Trim 1,février,Iroko Apartment Morzine,1405,"€ 686,36","7,14 %",24.5129,1,"171,59 €"
2019,Trim 1,février,Iroko Apartment Morzine,1475,,,,1,
2019,Trim 1,février,Iroko Apartment Morzine,1505,"€ 1559,10","17,86 %",55.6821,1,"259,85 €"
2019,Trim 1,février,Iroko Apartment Morzine,1581,"€ 1870,92","21,43 %",66.8186,1,"311,82 €"
2019,Trim 1,février,Iroko Apartment Morzine,2462,,,,1,
2019,Trim 1,février,Iroko Apartment Morzine,2480,,,,1,
2019,Trim 1,février,Karri Apartment Morzine,1580,"€ 2090,90","17,86 %",74.675,1,"418,18 €"
2019,Trim 1,février,Karri Apartment Morzine,1712,"€ 761,82","7,14 %",27.2079,1,"253,94 €"
2019,Trim 1,février,Karri Apartment Morzine,1853,,,,1,
2019,Trim 1,février,Karri Apartment Morzine,2048,"€ 3181,85","25,00 %",113.6375,1,"454,55 €"
2019,Trim 1,février,Karri Apartment Morzine,2637,"€ 1432,72","14,29 %",51.1686,1,"358,18 €"
2019,Trim 1,février,Kauri Apartment Morzine,1274,"€ 1018,18","7,14 %",36.3636,1,"339,39 €"
2019,Trim 1,février,Kauri Apartment Morzine,1469,,,,1,
2019,Trim 1,février,Kauri Apartment Morzine,1500,"€ 1001,46","7,14 %",35.7664,1,"250,37 €"
2019,Trim 1,février,Kauri Apartment Morzine,1559,"€ 2214,56","14,29 %",79.0914,1,"553,64 €"
2019,Trim 1,février,Kauri Apartment Morzine,2162,"€ 3322,75","17,86 %",118.6696,1,"664,55 €"
2019,Trim 1,février,Kauri Apartment Morzine,2574,"€ 1818,20","17,86 %",64.9357,1,"363,64 €"
2019,Trim 1,février,Le Rouge Chalet Morzine,1157,"€ 8660,89","25,00 %",309.3175,1,"1237,27 €"
2019,Trim 1,février,Le Rouge Chalet Morzine,1271,"€ 2055,06","7,14 %",73.395,1,"513,77 €"
2019,Trim 1,février,Le Rouge Chalet Morzine,1460,,,,1,
2019,Trim 1,février,Le Rouge Chalet Morzine,1573,"€ 2970,00","10,71 %",106.0714,1,"990,00 €"
2019,Trim 1,février,Le Rouge Chalet Morzine,1736,"€ 3960,00","14,29 %",141.4286,1,"990,00 €"
2019,Trim 1,février,Le Rouge Chalet Morzine,1854,,,,1,
2019,Trim 1,février,Le Rouge Chalet Morzine,1862,"€ 4669,25","17,86 %",166.7589,1,"933,85 €"
2019,Trim 1,février,Le Rouge Chalet Morzine,2658,,,,1,
2019,Trim 1,février,Lovoa Apartment Morzine,1260,"€ 2712,15","41,18 %",159.5382,1,"387,45 €"
2019,Trim 1,février,Lovoa Apartment Morzine,1477,,,,1,
2019,Trim 1,février,Lovoa Apartment Morzine,1525,"€ 1870,92","35,29 %",110.0541,1,"267,27 €"
2019,Trim 1,février,Lovoa Apartment Morzine,1806,"€ 686,36","11,76 %",40.3741,1,"343,18 €"
2019,Trim 1,février,Lovoa Apartment Morzine,1852,,,,1,
2019,Trim 1,février,Lovoa Apartment Morzine,2600,,,,1,
2019,Trim 1,février,Lovoa Apartment Morzine,661,,"0,00 %",,1,
2019,Trim 1,février,Meranti Apartment Morzine,1409,"€ 1234,36","14,29 %",44.0843,1,"308,59 €"
2019,Trim 1,février,Meranti Apartment Morzine,1473,,,,1,
2019,Trim 1,février,Meranti Apartment Morzine,1552,"€ 2055,00","21,43 %",73.3929,1,"256,88 €"
2019,Trim 1,février,Meranti Apartment Morzine,1799,"€ 3175,48","25,00 %",113.41,1,"453,64 €"
2019,Trim 1,février,Meranti Apartment Morzine,1867,"€ 3902,70","21,43 %",139.3821,1,"650,45 €"
2019,Trim 1,février,Meranti Apartment Morzine,659,"€ 378,18","3,57 %",13.5064,1,"189,09 €"
2019,Trim 1,février,Moulin 1,1248,"€ 7222,74","25,00 %",257.955,1,"1031,82 €"
2019,Trim 1,février,Moulin 1,1667,"€ 2296,35","10,71 %",82.0125,1,"765,45 €"
2019,Trim 1,février,Moulin 1,2078,"€ 688,23","3,57 %",24.5796,1,"344,12 €"
2019,Trim 1,février,Moulin 1,2512,,,,1,
2019,Trim 1,février,Moulin 2,1199,"€ 7222,74","25,00 %",257.955,1,"1031,82 €"
2019,Trim 1,février,Moulin 2,1524,,"0,00 %",,1,
2019,Trim 1,février,Moulin 2,1659,"€ 4025,44","14,29 %",143.7657,1,"1006,36 €"
2019,Trim 1,février,Moulin 2,2079,"€ 959,09","3,57 %",34.2532,1,"239,77 €"
2019,Trim 1,février,Moulin 2,2419,,,,1,
2019,Trim 1,février,Moulin 2,2426,"€ 1363,65","10,71 %",48.7018,1,"454,55 €"
2019,Trim 1,février,Moulin 2,2553,,,,1,
2019,Trim 1,février,Moulin 3,1127,"€ 7222,74","25,00 %",257.955,1,"1031,82 €"
2019,Trim 1,février,Moulin 3,1868,"€ 5358,15","25,00 %",191.3625,1,"765,45 €"
2019,Trim 1,février,Moulin 3,1942,"€ 1918,18","7,14 %",68.5064,1,"479,55 €"
2019,Trim 1,février,Moulin 3,2191,"€ 1516,36","7,14 %",54.1557,1,"505,45 €"
2019,Trim 1,février,Moulin 3,2541,,,,1,
2019,Trim 1,février,Omaroo I Morzine,1034,"€ 666,14","3,57 %",23.7907,1,"95,16 €"
2019,Trim 1,février,Omaroo I Morzine,1315,"€ 6813,63","25,00 %",243.3439,1,"973,38 €"
2019,Trim 1,février,Omaroo I Morzine,1560,"€ 3005,46","10,71 %",107.3379,1,"1001,82 €"
2019,Trim 1,février,Omaroo I Morzine,1571,"€ 4947,30","21,43 %",176.6893,1,"706,76 €"
2019,Trim 1,février,Omaroo I Morzine,1633,"€ 1649,10","7,14 %",58.8964,1,"824,55 €"
2019,Trim 1,février,Omaroo Il Morzine,1332,"€ 1363,64","7,14 %",48.7014,1,"681,82 €"
2019,Trim 1,février,Omaroo Il Morzine,1424,"€ 1374,54","7,14 %",49.0907,1,"274,91 €"
2019,Trim 1,février,Omaroo Il Morzine,1430,"€ 4810,89","25,00 %",171.8175,1,"687,27 €"
2019,Trim 1,février,Omaroo Il Morzine,2487,,,,1,
2019,Trim 1,février,Omaroo Il Morzine,2552,,,,1,
2019,Trim 1,février,Omaroo Il Morzine,2669,,,,1,
2019,Trim 1,février,Omaroo Il Morzine,627,"€ 6529,11","25,00 %",233.1825,1,"932,73 €"
2019,Trim 1,février,Sugi Apartment Morzine,1272,"€ 1411,94","7,14 %",50.4264,1,"470,65 €"
2019,Trim 1,février,Sugi Apartment Morzine,1462,,,,1,
2019,Trim 1,février,Sugi Apartment Morzine,1594,"€ 2724,36","14,29 %",97.2986,1,"681,09 €"
2019,Trim 1,février,Sugi Apartment Morzine,1849,"€ 3200,00","17,86 %",114.2857,1,"640,00 €"
2019,Trim 1,février,Sugi Apartment Morzine,2056,"€ 5287,28","25,00 %",188.8314,1,"755,33 €"
2019,Trim 1,février,Sugi Apartment Morzine,2181,"€ 1898,00","14,29 %",67.7857,1,"474,50 €"
2019,Trim 1,février,Takian Apartment Morzine,1152,"€ 900,00","7,14 %",32.1429,1,"225,00 €"
2019,Trim 1,février,Takian Apartment Morzine,1385,"€ 3369,08","28,57 %",120.3243,1,"421,14 €"
2019,Trim 1,février,Takian Apartment Morzine,1564,"€ 887,28","7,14 %",31.6886,1,"221,82 €"
2019,Trim 1,février,Takian Apartment Morzine,2218,"€ 3894,52","25,00 %",139.09,1,"556,36 €"
2019,Trim 1,février,Takian Apartment Morzine,2308,"€ 2225,44","14,29 %",79.48,1,"556,36 €"
2019,Trim 1,février,Takian Apartment Morzine,2557,,,,1,
2019,Trim 1,mars,Abachi,2220,"€ 3454,54","6,45 %",111.4368,1,"1727,27 €"
2019,Trim 1,mars,Abachi,2614,"€ 2992,72","6,45 %",96.5394,1,"1496,36 €"
2019,Trim 1,mars,Agba Apartment Morzine,1467,"€ 1290,50","6,67 %",43.0167,1,"430,17 €"
2019,Trim 1,mars,Agba Apartment Morzine,1533,"€ 2454,84","13,33 %",81.828,1,"613,71 €"
2019,Trim 1,mars,Agba Apartment Morzine,1684,"€ 1154,54","6,67 %",38.4847,1,"288,64 €"
2019,Trim 1,mars,Agba Apartment Morzine,2190,"€ 2170,92","10,00 %",72.364,1,"723,64 €"
2019,Trim 1,mars,Ayan Apartment Morzine,1465,"€ 1290,50","7,14 %",46.0893,1,"430,17 €"
2019,Trim 1,mars,Ayan Apartment Morzine,1838,"€ 1443,64","7,14 %",51.5586,1,"721,82 €"
2019,Trim 1,mars,Ayan Apartment Morzine,1855,"€ 2724,56","14,29 %",97.3057,1,"681,14 €"
2019,Trim 1,mars,Ayan Apartment Morzine,1865,"€ 1154,54","7,14 %",41.2336,1,"288,64 €"
2019,Trim 1,mars,Ayan Apartment Morzine,2213,"€ 3618,20","17,86 %",129.2214,1,"723,64 €"
2019,Trim 1,mars,Catalpa Apartment Morzine,1471,"€ 811,00","6,67 %",27.0333,1,"270,33 €"
2019,Trim 1,mars,Catalpa Apartment Morzine,1481,"€ 1634,56","13,33 %",54.4853,1,"408,64 €"
2019,Trim 1,mars,Catalpa Apartment Morzine,1739,"€ 1814,56","13,33 %",60.4853,1,"453,64 €"
2019,Trim 1,mars,Catalpa Apartment Morzine,1840,"€ 907,28","6,67 %",30.2427,1,"453,64 €"
2019,Trim 1,mars,Catalpa Apartment Morzine,2573,"€ 1074,54","10,00 %",35.818,1,"358,18 €"
2019,Trim 1,mars,Ipê Apartment Morzine,1382,"€ 333,30","3,23 %",10.7516,1,"47,61 €"
2019,Trim 1,mars,Ipê Apartment Morzine,1402,"€ 2932,50","22,58 %",94.5968,1,"418,93 €"
2019,Trim 1,mars,Ipê Apartment Morzine,2341,"€ 2036,36","12,90 %",65.689,1,"509,09 €"
2019,Trim 1,mars,Ipê Apartment Morzine,2672,"€ 1202,73","9,68 %",38.7977,1,"400,91 €"
2019,Trim 1,mars,Iroko Apartment Morzine,1475,"€ 697,12","7,14 %",24.8971,1,"232,37 €"
2019,Trim 1,mars,Iroko Apartment Morzine,1505,"€ 311,82","3,57 %",11.1364,1,"51,97 €"
2019,Trim 1,mars,Iroko Apartment Morzine,1638,"€ 1560,00","14,29 %",55.7143,1,"390,00 €"
2019,Trim 1,mars,Iroko Apartment Morzine,1643,"€ 1091,82","10,71 %",38.9936,1,"363,94 €"
2019,Trim 1,mars,Iroko Apartment Morzine,1838,"€ 780,00","7,14 %",27.8571,1,"390,00 €"
2019,Trim 1,mars,Iroko Apartment Morzine,2462,"€ 1232,72","14,29 %",44.0257,1,"308,18 €"
2019,Trim 1,mars,Iroko Apartment Morzine,2480,"€ 1232,72","14,29 %",44.0257,1,"308,18 €"
2019,Trim 1,mars,Iroko Apartment Morzine,2586,"€ 1849,08","21,43 %",66.0386,1,"308,18 €"
2019,Trim 1,mars,Karri Apartment Morzine,1523,"€ 2401,40","17,86 %",85.7643,1,"480,28 €"
2019,Trim 1,mars,Karri Apartment Morzine,1837,"€ 907,28","7,14 %",32.4029,1,"453,64 €"
2019,Trim 1,mars,Karri Apartment Morzine,1853,"€ 1712,72","14,29 %",61.1686,1,"428,18 €"
2019,Trim 1,mars,Kauri Apartment Morzine,1469,"€ 1185,58","7,14 %",42.3421,1,"395,19 €"
2019,Trim 1,mars,Kauri Apartment Morzine,1500,"€ 1001,46","7,14 %",35.7664,1,"250,37 €"
2019,Trim 1,mars,Kauri Apartment Morzine,1526,"€ 1988,19","10,71 %",71.0068,1,"662,73 €"
2019,Trim 1,mars,Kauri Apartment Morzine,1553,"€ 1325,46","7,14 %",47.3379,1,"662,73 €"
2019,Trim 1,mars,Kauri Apartment Morzine,2251,"€ 1993,65","10,71 %",71.2018,1,"664,55 €"
2019,Trim 1,mars,Le Rouge Chalet Morzine,1391,"€ 4611,81","10,71 %",164.7075,1,"1537,27 €"
2019,Trim 1,mars,Le Rouge Chalet Morzine,1451,"€ 3711,81","10,71 %",132.5646,1,"1237,27 €"
2019,Trim 1,mars,Le Rouge Chalet Morzine,1460,"€ 2207,28","7,14 %",78.8314,1,"735,76 €"
2019,Trim 1,mars,Le Rouge Chalet Morzine,1854,"€ 3403,65","10,71 %",121.5589,1,"1134,55 €"
2019,Trim 1,mars,Le Rouge Chalet Morzine,828,"€ 3711,81","10,71 %",132.5646,1,"1237,27 €"
2019,Trim 1,mars,Le Rouge Chalet Morzine,952,"€ 5976,20","17,86 %",213.4357,1,"1195,24 €"
2019,Trim 1,mars,Lovoa Apartment Morzine,1477,"€ 697,12","7,41 %",25.8193,1,"232,37 €"
2019,Trim 1,mars,Lovoa Apartment Morzine,1525,"€ 311,82","3,70 %",11.5489,1,"44,55 €"
2019,Trim 1,mars,Lovoa Apartment Morzine,1577,"€ 1560,00","14,81 %",57.7778,1,"390,00 €"
2019,Trim 1,mars,Lovoa Apartment Morzine,1839,"€ 780,00","7,41 %",28.8889,1,"390,00 €"
2019,Trim 1,mars,Lovoa Apartment Morzine,1852,"€ 1472,72","14,81 %",54.5452,1,"368,18 €"
2019,Trim 1,mars,Lovoa Apartment Morzine,2600,"€ 581,82","7,41 %",21.5489,1,"290,91 €"
2019,Trim 1,mars,Meranti Apartment Morzine,1473,"€ 811,00","6,67 %",27.0333,1,"270,33 €"
2019,Trim 1,mars,Meranti Apartment Morzine,1552,"€ 685,00","6,67 %",22.8333,1,"85,63 €"
2019,Trim 1,mars,Meranti Apartment Morzine,1734,"€ 1284,36","10,00 %",42.812,1,"428,12 €"
2019,Trim 1,mars,Meranti Apartment Morzine,1840,"€ 907,28","6,67 %",30.2427,1,"453,64 €"
2019,Trim 1,mars,Moulin 1,1384,"€ 7015,47","22,58 %",226.3055,1,"1002,21 €"
2019,Trim 1,mars,Moulin 1,1583,"€ 2869,08","9,68 %",92.551,1,"956,36 €"
2019,Trim 1,mars,Moulin 1,2512,"€ 812,00","3,23 %",26.1935,1,"812,00 €"
2019,Trim 1,mars,Moulin 2,2079,"€ 2877,27","9,68 %",92.8152,1,"719,32 €"
2019,Trim 1,mars,Moulin 2,2139,"€ 2582,73","9,68 %",83.3139,1,"860,91 €"
2019,Trim 1,mars,Moulin 2,2231,"€ 3443,64","12,90 %",111.0852,1,"860,91 €"
2019,Trim 1,mars,Moulin 2,2553,"€ 2712,72","12,90 %",87.5071,1,"678,18 €"
2019,Trim 1,mars,Moulin 3,1717,"€ 2869,08","10,00 %",95.636,1,"956,36 €"
2019,Trim 1,mars,Moulin 3,1923,"€ 3836,36","13,33 %",127.8787,1,"959,09 €"
2019,Trim 1,mars,Moulin 3,1942,"€ 1918,18","6,67 %",63.9393,1,"479,55 €"
2019,Trim 1,mars,Omaroo I Morzine,1193,"€ 4127,28","12,90 %",133.1381,1,"1031,82 €"
2019,Trim 1,mars,Omaroo I Morzine,1571,"€ 824,55","3,23 %",26.5984,1,"117,79 €"
2019,Trim 1,mars,Omaroo I Morzine,1625,"€ 2373,18","6,45 %",76.5542,1,"1186,59 €"
2019,Trim 1,mars,Omaroo I Morzine,2252,"€ 2067,28","6,45 %",66.6865,1,"1033,64 €"
2019,Trim 1,mars,Omaroo Il Morzine,1126,"€ 2672,19","9,68 %",86.1997,1,"890,73 €"
2019,Trim 1,mars,Omaroo Il Morzine,1424,"€ 2232,72","9,68 %",72.0232,1,"446,54 €"
2019,Trim 1,mars,Omaroo Il Morzine,1621,"€ 1973,82","6,45 %",63.6716,1,"986,91 €"
2019,Trim 1,mars,Sugi Apartment Morzine,1393,"€ 2603,97","10,71 %",92.9989,1,"867,99 €"
2019,Trim 1,mars,Sugi Apartment Morzine,1462,"€ 1429,10","7,14 %",51.0393,1,"476,37 €"
2019,Trim 1,mars,Sugi Apartment Morzine,1705,"€ 2880,00","14,29 %",102.8571,1,"720,00 €"
2019,Trim 1,mars,Sugi Apartment Morzine,1839,"€ 1600,00","7,14 %",57.1429,1,"800,00 €"
2019,Trim 1,mars,Takian Apartment Morzine,1101,"€ 511,82","3,23 %",16.5103,1,"127,96 €"
2019,Trim 1,mars,Takian Apartment Morzine,1183,"€ 1929,28","12,90 %",62.2348,1,"482,32 €"
2019,Trim 1,mars,Takian Apartment Morzine,1298,"€ 2047,28","12,90 %",66.0413,1,"511,82 €"
2019,Trim 1,mars,Takian Apartment Morzine,1564,"€ 887,28","6,45 %",28.6219,1,"221,82 €"
2019,Trim 1,mars,Takian Apartment Morzine,1612,"€ 2218,20","12,90 %",71.5548,1,"554,55 €"
2019,Trim 1,mars,Takian Apartment Morzine,1972,"€ 1018,18","6,45 %",32.8445,1,"509,09 €"
2019,Trim 1,mars,Takian Apartment Morzine,2557,"€ 1239,27","9,68 %",39.9765,1,"413,09 €"
2019,Trim 2,avril,Agba Apartment Morzine,1467,"€ 645,25","3,57 %",23.0446,1,"215,08 €"
2019,Trim 2,avril,Ayan Apartment Morzine,1465,"€ 645,25","3,57 %",23.0446,1,"215,08 €"
2019,Trim 2,avril,Catalpa Apartment Morzine,1471,"€ 405,50","3,57 %",14.4821,1,"135,17 €"
2019,Trim 2,avril,Iroko Apartment Morzine,1277,"€ 1694,36","25,00 %",60.5129,1,"242,05 €"
2019,Trim 2,avril,Iroko Apartment Morzine,1475,"€ 348,56","3,57 %",12.4486,1,"116,19 €"
2019,Trim 2,avril,Kauri Apartment Morzine,1469,"€ 592,79","3,57 %",21.1711,1,"197,60 €"
2019,Trim 2,avril,Le Rouge Chalet Morzine,1432,"€ 5330,88","25,00 %",190.3886,1,"761,55 €"
2019,Trim 2,avril,Le Rouge Chalet Morzine,1460,"€ 1103,64","3,57 %",39.4157,1,"367,88 €"
2019,Trim 2,avril,Le Rouge Chalet Morzine,1723,"€ 1330,91","7,14 %",47.5325,1,"665,46 €"
2019,Trim 2,avril,Lovoa Apartment Morzine,1477,"€ 348,56","3,57 %",12.4486,1,"116,19 €"
2019,Trim 2,avril,Meranti Apartment Morzine,1473,"€ 405,50","3,57 %",14.4821,1,"135,17 €"
2019,Trim 2,avril,Omaroo I Morzine,1120,"€ 2091,81","10,71 %",74.7075,1,"697,27 €"
2019,Trim 2,avril,Omaroo Il Morzine,2487,"€ 981,82","7,14 %",35.065,1,"490,91 €"
2019,Trim 2,avril,Omaroo Il Morzine,2552,"€ 1516,36","7,14 %",54.1557,1,"758,18 €"
2019,Trim 2,avril,Omaroo Il Morzine,2669,"€ 2400,90","17,86 %",85.7464,1,"480,18 €"
2019,Trim 2,avril,Sugi Apartment Morzine,1462,"€ 714,55","3,57 %",25.5196,1,"238,18 €"
2019,Trim 2,avril,Takian Apartment Morzine,1101,"€ 1535,46","10,71 %",54.8379,1,"383,87 €"
2019,Trim 2,juin,Omaroo I Morzine,1829,"€ 3335,43","38,89 %",185.3017,1,"476,49 €"
2019,Trim 3,juillet,Agba Apartment Morzine,1427,"€ 2012,72","12,90 %",64.9265,1,"503,18 €"
2019,Trim 3,juillet,Ayan Apartment Morzine,1356,"€ 2852,73","19,35 %",92.0235,1,"475,46 €"
2019,Trim 3,juillet,Catalpa Apartment Morzine,1358,"€ 1720,92","19,35 %",55.5135,1,"286,82 €"
2019,Trim 3,juillet,Ipê Apartment Morzine,2024,"€ 1032,72","9,68 %",33.3135,1,"344,24 €"
2019,Trim 3,juillet,Ipê Apartment Morzine,2156,"€ 1419,99","16,13 %",45.8061,1,"236,67 €"
2019,Trim 3,juillet,Iroko Apartment Morzine,1051,"€ 889,08","9,68 %",28.68,1,"296,36 €"
2019,Trim 3,juillet,Iroko Apartment Morzine,2049,"€ 694,55","9,68 %",22.4048,1,"231,52 €"
2019,Trim 3,juillet,Karri Apartment Morzine,1355,"€ 1720,92","19,35 %",55.5135,1,"286,82 €"
2019,Trim 3,juillet,Kauri Apartment Morzine,1357,"€ 2599,08","19,35 %",83.8413,1,"433,18 €"
2019,Trim 3,juillet,Le Rouge Chalet Morzine,1233,"€ 2510,00","9,68 %",80.9677,1,"836,67 €"
